,idPlateFieldData,SampleName,SiteName,DeployFieldTrip,DateDeploy,DateRemove,DateReplace,DateCollect,CollectFieldTrip,Note
210,210,G218,Snowman,67.0,2012-04-23 13:45:00,,,2012-08-03 14:04:00,71.0,
211,211,G227,Chrome Dome,67.0,2012-04-23 13:36:00,,,2012-08-03 13:48:00,71.0,
212,212,G221,Station 2,67.0,2012-04-24 09:58:00,2012-05-21 09:41:00,2012-05-22 09:37:00,2012-06-28 10:20:00,69.0,
213,213,G212,Station 1,67.0,2012-04-24 09:56:00,2012-05-21 09:43:00,2012-05-22 09:50:00,2012-06-28 10:25:00,69.0,
214,214,G214,Stumpy,67.0,2012-04-24 09:43:00,2012-05-21 10:07:00,2012-05-22 09:34:00,2012-06-28 09:56:00,69.0,
215,215,G217,Flatman,67.0,2012-04-24 09:24:00,2012-05-22 10:35:00,2012-05-22 10:00:00,2012-06-28 10:47:00,69.0,
216,216,G236,Stumpys Brother,67.0,2012-04-24 09:44:00,2012-05-22 10:04:00,2012-05-22 09:35:00,2012-06-28 10:00:00,69.0,
217,217,G241,Amidala,67.0,2012-04-24 09:44:00,2012-05-21 10:13:00,2012-05-22 09:36:00,2012-06-28 10:06:00,69.0,
218,218,G232,Trinity,67.0,2012-04-24 11:42:00,2012-05-22 10:51:00,2012-05-22 11:34:00,2012-06-28 11:03:00,69.0,
219,219,G225,Stumpy,69.0,2012-06-29 09:44:00,2012-08-02 10:26:00,2012-08-03 09:45:00,2012-08-27 10:15:00,72.0,
220,220,G238,Stumpys Brother,69.0,2012-06-29 09:46:00,2012-08-02 10:28:00,2012-08-03 09:46:00,2012-08-27 10:17:00,72.0,
221,221,G228,Amidala,69.0,2012-06-29 09:47:00,2012-08-02 10:29:00,2012-08-03 09:47:00,2012-08-27 10:21:00,72.0,
222,222,G230,Station 1,69.0,2012-06-29 09:56:00,2012-08-02 10:05:00,2012-08-03 10:03:00,2012-08-27 10:01:00,72.0,
223,223,G223,Station 2,69.0,2012-06-29 09:59:00,2012-08-02 10:01:00,2012-08-03 10:01:00,2012-08-27 09:57:00,72.0,
224,224,G239,Flatman,69.0,2012-06-29 10:09:00,2012-08-02 10:54:00,2012-08-03 09:31:00,2012-08-27 10:56:00,72.0,
225,225,G235,Trinity,69.0,2012-06-29 11:28:00,2012-08-02 11:14:00,2012-08-03 11:49:00,2012-08-27 11:11:00,72.0,
226,226,G278,Robin,69.0,2012-07-23 10:36:00,,,2013-10-14 10:15:00,90.0,
227,227,G215,Snowman,71.0,2012-08-03 14:04:00,,,2012-10-22 15:17:00,75.0,
228,228,G231,Robin,71.0,2012-08-03 13:59:00,,,2012-10-22 15:13:00,75.0,
229,229,G229,Chrome Dome,71.0,2012-08-03 13:48:00,,,2012-10-22 14:58:00,75.0,
230,230,G216,Flatman,72.0,2012-08-28 10:30:00,2012-09-24 10:49:00,2012-09-25 10:40:00,2012-10-22 10:55:00,75.0,
231,231,G220,Trinity,72.0,2012-08-28 12:27:00,2012-09-25 11:06:00,2012-09-25 22:45:00,2012-10-22 11:17:00,75.0,
232,232,G222,Stumpy,72.0,2012-08-28 10:07:00,2012-09-24 09:54:00,2012-09-25 09:52:00,2012-10-22 10:26:00,75.0,
233,233,G240,Stumpys Brother,72.0,2012-08-28 10:07:00,2012-09-24 09:58:00,2012-09-25 09:53:00,2012-10-22 10:28:00,75.0,
234,234,G233,Amidala,72.0,2012-08-28 10:08:00,2012-09-24 10:01:00,2012-09-25 09:54:00,2012-10-22 10:30:00,75.0,
235,235,G226,Station 1,72.0,2012-08-28 09:56:00,2012-09-24 10:22:00,2012-09-25 10:12:00,2012-10-22 09:58:00,75.0,
236,236,G237,Station 2,72.0,2012-08-28 09:45:00,2012-09-24 10:24:00,2012-09-25 10:15:00,2012-10-22 10:02:00,75.0,
237,237,G250,Snowman,75.0,2012-10-22 15:17:00,,,2013-01-16 16:08:00,79.0,
238,238,G252,Robin,75.0,2012-10-22 15:13:00,,,2013-01-16 16:05:00,79.0,
239,239,G246,Chrome Dome,75.0,2012-10-22 14:59:00,,,2013-01-16 15:47:00,79.0,
240,240,G259,Stumpy,75.0,2012-10-23 10:14:00,2012-11-19 10:26:00,2012-11-20 10:50:00,2012-12-21 11:00:00,77.0,
241,241,G224,Stumpys Brother,75.0,2012-10-23 10:18:00,2012-11-19 10:30:00,2012-11-20 10:50:00,2012-12-21 11:04:00,77.0,
242,242,G234,Amidala,75.0,2012-10-23 10:25:00,2012-11-19 10:30:00,2012-11-20 10:51:00,2012-12-21 11:05:00,77.0,
243,243,G256,Station 1,75.0,2012-10-23 09:54:00,2012-11-19 10:05:00,2012-11-20 11:03:00,2012-12-21 11:22:00,77.0,
244,244,G248,Station 2,75.0,2012-10-23 10:03:00,2012-11-19 09:54:00,2012-11-20 11:03:00,2012-12-21 11:20:00,77.0,
245,245,G257,Flatman,75.0,2012-10-23 10:39:00,2012-11-19 10:53:00,2012-11-20 10:40:00,2012-12-21 10:40:00,77.0,
246,246,G245,Trinity,75.0,2012-10-23 10:39:00,2012-11-19 11:09:00,2012-11-20 11:45:00,2012-12-21 11:55:00,77.0,
247,247,G253,Stumpy,77.0,2012-12-22 12:09:00,2013-01-15 10:39:00,2013-01-16 12:00:00,2013-02-18 09:53:00,80.0,
248,248,G247,Stumpys Brother,77.0,2012-12-22 12:09:00,2013-01-15 10:41:00,2013-01-16 11:38:00,2013-02-18 09:54:00,80.0,
249,249,G244,Amidala,77.0,2012-12-22 12:09:00,2013-01-15 10:44:00,2013-01-16 11:12:00,2013-02-18 09:55:00,80.0,
250,250,G260,Station 1,77.0,2012-12-22 12:21:00,2013-01-15 10:14:00,2013-01-16 12:27:00,2013-02-18 10:10:00,80.0,
251,251,G255,Station 2,77.0,2012-12-22 12:42:00,2013-01-15 10:13:00,2013-01-16 12:34:00,2013-02-18 10:09:00,80.0,
252,252,G251,Flatman,77.0,2012-12-22 12:53:00,2013-01-15 11:22:00,2013-01-16 13:22:00,2013-02-18 09:32:00,80.0,
253,253,G258,Trinity,77.0,2012-12-22 13:24:00,2013-01-15 11:41:00,2013-01-16 13:04:00,2013-02-18 10:36:00,80.0,
254,254,G269,Robin,79.0,2013-01-16 16:19:00,,,2013-05-17 09:42:00,83.0,
255,255,G254,Snowman,79.0,2013-01-16 16:08:00,,,2013-05-17 09:27:00,83.0,
256,256,G243,Chrome Dome,79.0,2013-01-16 15:54:00,,,2013-05-17 09:12:00,83.0,
257,257,G262,Amidala,80.0,2013-02-19 11:42:00,2013-03-18 09:57:00,2013-03-19 10:48:00,2013-04-22 10:26:00,82.0,
258,258,G264,Station 2,80.0,2013-02-19 12:05:00,2013-03-18 09:31:00,2013-03-19 11:29:00,2013-04-22 10:02:00,82.0,
259,259,G265,Station 1,80.0,2013-02-19 11:54:00,2013-03-18 09:34:00,2013-03-19 11:19:00,2013-04-22 10:03:00,82.0,
260,260,G267,Flatman,80.0,2013-02-19 10:43:00,2013-03-18 10:38:00,2013-03-19 09:56:00,2013-04-22 09:46:00,82.0,
261,261,G271,Trinity,80.0,2013-02-19 12:33:00,2013-03-18 10:56:00,2013-03-19 12:16:00,2013-04-22 11:06:00,82.0,
262,262,G270,Stumpy,80.0,2013-02-20 12:08:00,2013-03-18 09:55:00,2013-03-19 10:28:00,2013-04-22 10:25:00,82.0,
263,263,G273,Stumpys Brother,80.0,2013-02-20 14:00:00,2013-03-18 09:56:00,2013-03-19 11:47:00,2013-04-22 10:25:00,82.0,
264,264,G261,Stumpys Brother,82.0,2013-04-23 11:06:00,2013-05-20 10:14:00,2013-05-21 10:39:00,2013-06-25 13:45:00,85.0,
265,265,G263,Trinity,82.0,2013-04-23 12:25:00,2013-05-20 10:59:00,2013-05-21 11:38:00,2013-06-25 14:21:00,85.0,
266,266,G266,Stumpy,82.0,2013-04-23 10:31:00,2013-05-20 10:13:00,2013-05-21 10:25:00,2013-06-25 13:43:00,85.0,
267,267,G268,Station 2,82.0,2013-04-23 11:55:00,2013-05-20 09:53:00,2013-05-21 11:08:00,2013-06-25 08:30:00,85.0,
268,268,G272,Amidala,82.0,2013-04-23 11:12:00,2013-05-20 10:14:00,2013-05-21 10:41:00,2013-06-25 13:46:00,85.0,
269,269,G274,Station 1,82.0,2013-04-23 11:33:00,2013-05-20 09:56:00,2013-05-21 10:55:00,2013-06-25 14:02:00,85.0,
270,270,G275,Flatman,82.0,2013-04-23 12:11:00,2013-05-20 09:42:00,2013-05-21 11:25:00,2013-06-25 13:22:00,85.0,
271,271,G334,Snowman,82.0,2013-04-28 11:45:00,,,2014-07-28 11:11:00,107.0,
272,272,1520,Robin,83.0,2013-05-17 09:43:00,,,2013-07-23 10:33:00,86.0,
273,273,1521,Chrome Dome,83.0,2013-05-17 09:20:00,,,2013-07-23 10:11:00,86.0,
274,274,1539,Snowman,83.0,2013-05-17 09:31:00,,,2013-07-23 10:24:00,86.0,
275,275,G276,Stumpy,85.0,2013-06-26 10:14:00,2013-07-29 09:52:00,2013-07-30 10:04:00,2013-08-26 10:26:00,88.0,
276,276,G280,Station 2,85.0,2013-06-26 10:47:00,2013-07-29 10:07:00,2013-07-30 10:23:00,2013-08-26 10:08:00,88.0,
277,277,G281,Stumpys Brother,85.0,2013-06-26 10:18:00,2013-07-29 09:53:00,2013-07-30 10:05:00,2013-08-26 10:30:00,88.0,
278,278,G282,Amidala,85.0,2013-06-26 10:22:00,2013-07-29 09:54:00,2013-07-30 10:05:00,2013-08-26 10:41:00,88.0,
279,279,G283,Trinity,85.0,2013-06-26 11:40:00,2013-07-29 10:45:00,2013-07-30 12:19:00,2013-08-26 11:01:00,88.0,
280,280,G284,Station 1,85.0,2013-06-26 10:40:00,2013-07-29 10:09:00,2013-07-30 10:24:00,2013-08-26 10:10:00,88.0,
281,281,G285,Flatman,85.0,2013-06-26 12:00:00,2013-07-29 09:33:00,2013-07-30 09:50:00,2013-08-26 09:57:00,88.0,
282,282,G277,Chrome Dome,86.0,2013-07-23 10:15:00,,,2013-10-14 09:57:00,90.0,
283,283,G279,Snowman,86.0,2013-07-23 10:27:00,,,2013-10-14 10:29:00,90.0,
284,284,G291,Amidala,88.0,2013-08-27 11:17:00,2013-09-23 10:58:00,2013-09-24 11:00:00,2013-10-21 10:37:00,91.0,
285,285,G292,Stumpys Brother,88.0,2013-08-27 11:09:00,2013-09-23 10:57:00,2013-09-24 10:56:00,2013-10-21 10:34:00,91.0,
286,286,G294,Stumpy,88.0,2013-08-27 10:59:00,2013-09-23 10:52:00,2013-09-24 10:52:00,2013-10-21 10:31:00,91.0,
287,287,G296,Station 1,88.0,2013-08-27 11:30:00,2013-09-23 10:45:00,2013-09-24 11:22:00,2013-10-21 10:56:00,91.0,
288,288,G304,Station 2,88.0,2013-08-27 11:40:00,2013-09-23 10:41:00,2013-09-24 11:27:00,2013-10-21 10:49:00,91.0,
289,289,G305,Trinity,88.0,2013-08-27 12:04:00,2013-09-23 11:10:00,2013-09-24 12:01:00,2013-10-21 11:16:00,91.0,
290,290,G307,Flatman,88.0,2013-08-27 10:41:00,2013-09-23 10:25:00,2013-09-24 10:29:00,2013-10-21 10:08:00,91.0,
291,291,G295,Chrome Dome,90.0,2013-10-14 10:01:00,,,2014-01-29 09:25:00,96.0,
292,292,G298,Robin,90.0,2013-10-14 10:20:00,,,2014-01-29 09:41:00,96.0,
293,293,G306,Snowman,90.0,2013-10-14 10:33:00,,,2014-01-29 10:05:00,96.0,
294,294,G290,Station 2,91.0,2013-10-22 11:27:00,2013-11-18 10:44:00,2013-11-19 11:24:00,2013-12-16 10:43:00,94.0,
295,295,G293,Flatman,91.0,2013-10-22 10:06:00,2013-11-18 10:29:00,2013-11-19 10:30:00,2013-12-16 09:57:00,94.0,
296,296,G297,Amidala,91.0,2013-10-22 10:42:00,2013-11-18 11:12:00,2013-11-19 10:53:00,2013-12-16 10:23:00,94.0,
297,297,G299,Station 1,91.0,2013-10-22 11:16:00,2013-11-18 10:51:00,2013-11-19 11:24:00,2013-12-16 10:40:00,94.0,
298,298,G301,Trinity,91.0,2013-10-22 11:45:00,2013-11-18 11:28:00,2013-11-19 11:42:00,2013-12-16 10:58:00,94.0,
299,299,G303,Stumpys Brother,91.0,2013-10-22 10:37:00,2013-11-18 11:11:00,2013-11-19 10:52:00,2013-12-16 10:21:00,94.0,
300,300,G308,Stumpy,91.0,2013-10-22 10:35:00,2013-11-18 11:10:00,2013-11-19 10:52:00,2013-12-16 10:12:00,94.0,
301,301,G316,Stumpy,94.0,2013-12-17 10:16:00,2014-01-21 10:32:00,2014-01-22 12:35:00,2014-02-17 11:25:00,98.0,
302,302,G317,Station 1,94.0,2013-12-17 10:31:00,2014-01-21 10:28:00,2014-01-22 12:50:00,2014-02-17 12:20:00,98.0,
303,303,G321,Station 2,94.0,2013-12-17 10:42:00,2014-01-21 10:28:00,2014-01-22 13:02:00,2014-02-17 12:22:00,98.0,
304,304,G323,Flatman,94.0,2013-12-17 11:05:00,2014-01-21 10:08:00,2014-01-22 11:59:00,2014-02-17 13:15:00,98.0,
305,305,G324,Amidala,94.0,2013-12-17 10:18:00,2014-01-21 10:34:00,2014-01-22 12:37:00,2014-02-17 11:34:00,98.0,
306,306,G325,Trinity,94.0,2013-12-17 11:13:00,2014-01-21 10:52:00,2014-01-22 13:20:00,2014-02-17 12:49:00,98.0,
307,307,G326,Stumpys Brother,94.0,2013-12-17 10:17:00,2014-01-21 10:33:00,2014-01-22 12:36:00,2014-02-17 11:30:00,98.0,
308,308,G318,Snowman,96.0,2014-01-29 10:09:00,,,2014-04-28 11:40:00,101.0,
309,309,G319,Chrome Dome,96.0,2014-01-29 09:29:00,,,2014-04-28 11:53:00,101.0,
310,310,G322,Robin,96.0,2014-01-29 09:45:00,,,2014-04-28 11:23:00,101.0,
311,311,G311,Amidala,98.0,2014-02-18 11:05:00,2014-03-17 11:20:00,2014-03-18 10:51:00,2014-04-22 11:25:00,100.0,
312,312,G313,Station 1,98.0,2014-02-18 11:07:00,2014-03-17 10:58:00,2014-03-18 10:40:00,2014-04-22 11:40:00,100.0,
313,313,G315,Trinity,98.0,2014-02-18 12:09:00,2014-03-17 11:24:00,2014-03-18 12:09:00,2014-04-22 12:01:00,100.0,
314,314,G320,Flatman,98.0,2014-02-18 10:12:00,2014-03-17 10:45:00,2014-03-18 10:12:00,2014-04-22 11:00:00,100.0,
315,315,G329,Station 2,98.0,2014-02-18 11:00:00,2014-03-17 11:05:00,2014-03-18 12:13:00,2014-04-22 11:32:00,100.0,
316,316,1537,Stumpys Brother,98.0,2014-02-18 11:02:00,2014-03-17 11:08:00,2014-03-18 10:50:00,2014-04-22 11:24:00,100.0,
317,317,1538,Stumpy,98.0,2014-02-18 10:58:00,2014-03-17 11:03:00,2014-03-18 10:50:00,2014-04-22 11:22:00,100.0,
318,318,G310,Station 2,100.0,2014-04-23 11:16:00,2014-05-22 10:53:00,2014-05-23 10:57:00,2014-06-16 10:48:00,106.0,
319,319,G312,Trinity,100.0,2014-04-23 12:41:00,2014-05-22 11:24:00,2014-05-23 11:47:00,2014-06-16 11:12:00,106.0,
320,320,G314,Station 1,100.0,2014-04-23 11:21:00,2014-05-22 11:10:00,2014-05-23 10:22:00,2014-06-16 10:28:00,106.0,
321,321,G327,Stumpys Brother,100.0,2014-04-23 10:59:00,2014-05-22 10:29:00,2014-05-23 10:10:00,2014-06-16 10:50:00,106.0,
322,322,G328,Flatman,100.0,2014-04-23 10:31:00,2014-05-22 10:34:00,2014-05-23 10:02:00,2014-06-16 10:13:00,106.0,
323,323,G333,Stumpy,100.0,2014-04-23 10:56:00,2014-05-22 10:27:00,2014-05-23 10:11:00,2014-06-16 10:49:00,106.0,
324,324,1702,Amidala,100.0,2014-04-23 11:01:00,2014-05-23 10:32:00,2014-05-23 10:09:00,2014-06-16 10:51:00,106.0,
325,325,G332,Robin,101.0,2014-04-28 11:27:00,,,2014-07-28 11:07:00,107.0,
326,326,G336,Chrome Dome,101.0,2014-04-28 11:56:00,,,2014-07-28 11:07:00,107.0,
327,327,G341,Station 1,106.0,2014-06-17 10:38:00,2014-08-12 11:52:00,2014-08-18 13:58:00,2014-08-26 10:20:00,111.0,
328,328,G342,Flatman,106.0,2014-06-17 10:19:00,2014-08-12 11:22:00,2014-08-18 13:10:00,2014-08-12 11:22:00,109.0,
329,329,G343,Amidala,106.0,2014-06-17 10:44:00,2014-08-12 11:46:00,2014-08-18 13:36:00,2014-08-26 10:10:00,111.0,
330,330,G346,Stumpy,106.0,2014-06-17 10:42:00,2014-08-12 11:44:00,2014-08-18 13:35:00,2014-08-26 10:08:00,111.0,
331,331,G349,Station 2,106.0,2014-06-17 10:46:00,2014-08-12 11:55:00,2014-08-18 13:59:00,2014-08-26 10:04:00,111.0,
332,332,G352,Trinity,106.0,2014-06-17 11:44:00,2014-08-12 11:38:00,2014-08-18 15:02:00,2014-08-26 09:43:00,111.0,
333,333,G353,Stumpys Brother,106.0,2014-06-17 10:43:00,2014-08-12 11:42:00,2014-08-18 13:35:00,2014-08-26 10:09:00,111.0,
334,334,G344,Snowman,107.0,2014-07-28 11:15:00,,,2014-10-21 10:47:00,113.0,
335,335,G347,Robin,107.0,2014-07-28 11:09:00,,,2014-10-21 11:01:00,113.0,
336,336,G351,Chrome Dome,107.0,2014-07-28 10:55:00,,,2014-10-21 10:16:00,113.0,
337,337,G330,Station 2,111.0,2014-08-26 10:20:00,2014-09-22 10:24:00,2014-09-23 10:22:00,2014-10-30 13:19:00,115.0,
338,338,G335,Stumpys Brother,111.0,2014-08-26 10:14:00,2014-09-22 10:06:00,2014-09-23 09:58:00,2014-10-30 12:50:00,115.0,
339,339,G337,Amidala,111.0,2014-08-26 10:15:00,2014-09-22 10:07:00,2014-09-23 09:58:00,2014-10-30 12:54:00,115.0,
340,340,G339,Station 1,111.0,2014-08-26 10:22:00,2014-09-22 10:23:00,2014-09-23 10:26:00,2014-10-30 13:10:00,115.0,
341,341,G340,Flatman,111.0,2014-08-26 09:36:00,2014-09-22 09:53:00,2014-09-23 09:33:00,2014-10-30 12:09:00,115.0,
342,342,G350,Trinity,111.0,2014-08-26 09:45:00,2014-09-22 10:47:00,2014-09-23 11:27:00,2014-10-30 14:08:00,115.0,
343,343,1705,Stumpy,111.0,2014-08-26 10:12:00,2014-09-22 10:05:00,2014-09-23 09:57:00,2014-10-30 12:41:00,115.0,
344,344,G345,Snowman,113.0,2014-10-21 10:50:00,,,2015-02-06 00:00:00,119.0,
345,345,G348,Robin,113.0,2014-10-21 11:04:00,,,2015-02-06 00:00:00,119.0,
346,346,G361,Chrome Dome,113.0,2014-10-21 10:19:00,,,2015-02-06 00:00:00,119.0,
347,347,G355,Station 2,115.0,2014-10-31 12:37:00,2014-11-28 12:06:00,2014-11-29 11:09:00,2014-12-29 11:45:00,117.0,
348,348,G357,Stumpy,115.0,2014-10-31 11:38:00,2014-11-28 11:49:00,2014-11-29 10:57:00,2014-12-29 12:07:00,117.0,
349,349,G360,Station 1,115.0,2014-10-31 12:25:00,2014-11-28 12:21:00,2014-11-29 11:17:00,2014-12-29 11:33:00,117.0,
350,350,G364,Trinity,115.0,2014-10-31 14:40:00,2014-11-28 12:36:00,2014-11-29 12:19:00,2014-12-29 12:30:00,117.0,
351,351,G378,Stumpys Brother,115.0,2014-10-31 11:48:00,2014-11-28 11:51:00,2014-11-29 11:03:00,2014-12-29 12:07:00,117.0,
352,352,G379,Flatman,115.0,2014-10-31 10:52:00,2014-11-28 11:22:00,2014-11-29 10:30:00,2014-12-29 12:41:00,117.0,
353,353,G380,Amidala,115.0,2014-10-31 11:57:00,2014-11-29 11:53:00,2014-11-29 10:50:00,2014-12-29 12:07:00,117.0,
354,354,G358,Amidala,117.0,2014-12-30 11:20:00,2015-01-30 12:29:00,2015-01-31 11:54:00,2015-02-27 10:38:00,120.0,
355,355,G359,Flatman,117.0,2014-12-30 10:53:00,2015-01-30 11:31:00,2015-01-31 11:12:00,2015-02-27 10:25:00,120.0,
356,356,G366,Station 1,117.0,2014-12-30 11:41:00,2015-01-30 11:53:00,2015-01-31 12:06:00,2015-02-27 10:50:00,120.0,
357,357,G367,Station 2,117.0,2014-12-30 12:00:00,2015-01-30 12:00:00,2015-01-31 12:34:00,2015-02-27 10:51:00,120.0,
358,358,G370,Stumpy,117.0,2014-12-30 11:23:00,2015-01-30 12:17:00,2015-01-31 11:37:00,2015-02-27 10:33:00,120.0,
359,359,G372,Trinity,117.0,2014-12-30 13:21:00,2015-01-30 12:53:00,2015-01-31 14:09:00,2015-02-27 11:04:00,120.0,
360,360,G375,Stumpys Brother,117.0,2014-12-30 11:18:00,2015-01-30 12:22:00,2015-01-31 11:43:00,2015-02-27 10:37:00,120.0,
361,361,G356,Stumpys Brother,120.0,2015-02-28 11:20:00,2015-03-27 11:33:00,2015-03-28 12:45:00,,,
362,362,G363,Amidala,120.0,2015-02-28 11:13:00,2015-03-27 11:34:00,2015-03-28 12:54:00,2015-05-01 12:16:00,122.0,
363,363,G373,Stumpy,120.0,2015-02-28 11:48:00,2015-03-27 11:30:00,2015-03-28 12:44:00,2015-05-01 12:15:00,122.0,
364,364,G381,Flatman,120.0,2015-02-28 10:50:00,2015-03-27 11:15:00,2015-03-28 12:20:00,2015-05-01 12:17:00,122.0,
365,365,G376,Trinity,120.0,2015-02-28 12:45:00,2015-03-27 11:57:00,2015-03-28 01:44:00,2015-05-01 12:36:00,122.0,
366,366,G377,Station 1,120.0,2015-02-28 12:17:00,2015-03-27 11:31:00,2015-03-28 13:10:00,2015-05-01 12:19:00,122.0,
367,367,G382,Station 2,120.0,2015-02-28 12:35:00,2015-03-27 11:30:00,2015-03-28 13:30:00,2015-05-01 12:18:00,122.0,
368,368,G371,Stumpy,122.0,2015-05-02 11:16:00,2015-05-29 12:06:00,2015-05-30 12:15:00,2015-06-25 11:25:00,126.0,
369,369,G385,Stumpys Brother,122.0,2015-05-02 11:18:00,2015-05-29 12:04:00,2015-05-30 12:11:00,2015-06-25 11:25:00,126.0,
370,370,G383,Amidala,122.0,2015-05-02 11:22:00,,,,,
371,371,G369,Station 1,122.0,2015-05-02 11:58:00,2015-05-29 12:12:00,2015-05-30 11:23:00,2015-06-25 11:04:00,126.0,
372,372,G365,Station 2,122.0,2015-05-02 11:42:00,2015-05-29 12:13:00,2015-05-30 11:11:00,2015-06-25 10:59:00,126.0,
373,373,G368,Flatman,122.0,2015-05-02 12:06:00,2015-05-29 11:48:00,2015-05-30 11:45:00,2015-06-25 10:43:00,126.0,
374,374,G384,Trinity,122.0,2015-05-02 12:39:00,2015-05-29 12:16:00,2015-05-30 11:43:00,2015-06-25 13:09:00,126.0,
375,375,G386,Stumpy,126.0,2015-06-26 10:10:00,2015-07-29 10:47:00,2015-07-30 12:29:00,2015-08-31 10:30:00,130.0,
376,376,G389,Stumpys Brother,126.0,2015-06-26 10:08:00,2015-07-29 10:48:00,2015-07-30 12:29:00,2015-08-31 10:29:00,130.0,
377,377,G393,Station 1,126.0,2015-06-26 10:53:00,2015-07-29 11:05:00,2015-07-30 12:29:00,2015-08-31 10:27:00,130.0,
378,378,G387,Station 2,126.0,2015-06-26 10:55:00,2015-07-29 11:07:00,2015-07-30 12:37:00,2015-08-31 10:24:00,130.0,
379,379,G394,Flatman,126.0,2015-06-26 09:53:00,2015-07-29 10:28:00,2015-07-30 12:37:00,2015-08-31 10:11:00,130.0,
380,380,G388,Trinity,126.0,2015-06-26 10:48:00,2015-07-29 10:49:00,2015-07-30 12:06:00,2015-08-31 11:02:00,130.0,
381,381,G395,Stumpy,130.0,2015-09-01 10:05:00,2015-09-28 10:58:00,2015-09-29 09:58:00,2015-10-26 10:36:00,133.0,
382,382,G396,Stumpys Brother,130.0,2015-09-01 10:06:00,2015-09-28 10:58:00,2015-09-29 09:59:00,2015-10-26 10:36:00,133.0,
383,383,G391,Station 1,130.0,2015-09-01 10:42:00,2015-09-28 11:06:00,2015-09-29 10:25:00,2015-10-26 10:18:00,133.0,
384,384,G392,Station 2,130.0,2015-09-01 10:40:00,2015-09-28 11:07:00,2015-09-29 10:25:00,2015-10-26 10:17:00,133.0,
385,385,G390,Flatman,130.0,2015-09-01 09:47:00,2015-09-28 10:36:00,2015-09-29 10:00:00,2015-10-26 10:02:00,133.0,
386,386,G400,Trinity,130.0,2015-09-01 11:14:00,2015-09-28 11:17:00,2015-09-29 10:42:00,2015-10-26 10:20:00,133.0,
387,387,G398,Stumpy,133.0,2015-10-27 10:02:00,,,2015-11-23 11:21:00,135.0,
388,388,G399,Stumpys Brother,133.0,2015-10-27 10:02:00,,,2015-11-23 11:21:00,135.0,
389,389,G401,Station 1,133.0,2015-10-27 10:14:00,,,2015-11-23 11:21:00,135.0,
390,390,G402,Station 2,133.0,2015-10-27 10:14:00,,,2015-11-23 11:55:00,135.0,
391,391,G403,Flatman,133.0,2015-10-27 09:24:00,,,2015-11-23 11:40:00,135.0,
392,392,G397,Trinity,133.0,2015-10-27 10:19:00,,,2015-11-23 11:58:00,135.0,
393,393,G409,Stumpy,,,2015-11-24 09:50:00,135,2015-12-21 11:22:00,137.0,
394,394,G408,Stumpys Brother,,,2015-11-24 09:50:00,135,2015-12-21 11:23:00,137.0,
395,395,G405,Station 1,,,2015-11-24 10:12:00,135,2015-12-21 11:09:00,137.0,
396,396,G404,Station 2,,,2015-11-24 10:11:00,135,2015-12-21 11:11:00,137.0,
397,397,G407,Flatman,,,2015-11-24 09:40:00,135,2015-12-21 10:56:00,137.0,
398,398,G406,Trinity,,,2015-11-24 10:45:00,135,2015-12-21 11:31:00,137.0,
